402.79;17.082;200.01;49.997;3.0628;0.042007;259
249.21;30.522;242.98;25.08;0.93624;1.1895;163
854.52;28.37;200.13;21.534;0.56852;1.2227;163
870.27;28.392;200.29;20.091;0.49527;1.618;163
800.18;34.506;200;19.145;0.44909;1.9535;261
447.75;40.308;199.98;18.997;0.44212;2.0145;163
511.14;35.023;200.06;19.369;0.4598;1.8663;161
539.65;14.055;200;20.434;0.51159;1.5053;261
478.13;36.415;200.04;18.974;0.44117;2.0261;163
778.74;15.923;200;19.422;0.46219;1.8442;261
489.5;17.428;200;19.005;0.44253;2.0118;261
335.4;47.066;200.05;18.959;0.44053;2.0325;161
359.24;40.968;199.99;19.096;0.44676;1.9735;163
791.72;25.971;200;19.122;0.44802;1.9627;263
326.25;30.012;301.55;21.719;0.87142;4.0426;163
393.13;42.799;200.04;19.134;0.44864;1.9592;163
352.32;37.888;200.11;18.941;0.43982;2.0425;161
937.71;31.597;200.2;18.942;0.44004;2.0448;261
756.34;42.362;200.09;19.257;0.45456;1.911;161
239.84;44.401;200;19.329;0.45775;1.8804;163
383.54;40.647;200.05;19.368;0.45973;1.8665;163
513.65;48.313;200.1;19.357;0.45931;1.872;161
632.06;35.048;200.13;19.057;0.44525;1.9938;161
464.45;19.405;200;19.119;0.44785;1.9643;263
541.79;38.37;201.73;18.991;0.44573;2.0704;261
638.93;13.515;200;21.046;0.54268;1.3377;261
715.93;28.162;199.97;19.296;0.45611;1.8924;163
713.97;40.803;200.13;18.943;0.43994;2.042;161
681.18;15.8;200;19.461;0.46404;1.8296;261
989.46;36.152;200.18;19.26;0.45492;1.9123;161
717.54;13.487;200;20.951;0.53781;1.3621;261
572.86;22.43;200.12;19.218;0.45279;1.9272;165
391.27;25.632;200.01;19.132;0.4485;1.9591;261
281.05;23.222;200.01;19.084;0.44628;1.9788;161
528.94;12.773;200;22.023;0.59427;1.1156;263
515;37.796;200;19.147;0.44917;1.9528;259
477.17;38.742;200.12;19.245;0.45407;1.9165;161
604.65;12.356;200;22.264;0.60733;1.0681;261
340.1;18.19;200;18.943;0.43967;2.038;263
800.83;44.512;200.18;19.38;0.46058;1.8655;161
360.89;44.488;200.03;19.311;0.45696;1.8882;161
828.71;15.935;200;19.485;0.46517;1.8208;263
696.47;17.103;200;19.061;0.44516;1.9881;261
751.39;18.639;200;19.139;0.4488;1.9559;259
415.78;38.262;200.01;19.326;0.45762;1.8816;161
531.96;32.57;200.15;18.957;0.44064;2.0364;161
782.04;12.453;200;22.308;0.60974;1.0597;261
244.38;14.28;200;20.231;0.50148;1.5666;261
860.5;10.922;200;24.285;0.72258;0.75456;261
806.28;21.818;200;19.151;0.44936;1.951;263
639.21;14.659;200;20.191;0.4995;1.5791;263
339.53;12.988;200;21.491;0.56589;1.2303;261
358.88;14.79;200;19.913;0.48586;1.6689;261
332.23;48.048;200.05;19.007;0.44273;2.0123;161
826.67;18.549;200;19.092;0.44662;1.9751;259
647.91;23.142;200.14;19.022;0.44364;2.0087;163
905.12;15.182;200;19.733;0.4771;1.7308;263
242.78;35.044;200.01;19.092;0.4466;1.9755;163
869.94;12.71;200;22.276;0.60797;1.0659;261
746.6;15.248;200;19.642;0.47271;1.7631;261
482.08;29.678;199.97;19.345;0.45847;1.873;163
914.1;42.007;199.93;19.248;0.45378;1.9101;161
365.38;38.287;200.07;19.368;0.45978;1.8668;161
542.76;26.963;200.03;18.996;0.44217;2.0163;161
702.37;26.724;200.1;19.329;0.45799;1.8831;163
405.1;26.295;200.03;19.172;0.45041;1.9435;261
734.96;34.809;200;19.16;0.44981;1.9474;261
618.63;12.928;200;21.518;0.56732;1.2241;261
977.32;42.596;200.01;19.207;0.45201;1.9287;261
743.31;33.613;200.05;19.094;0.44679;1.9761;161
526.44;20.481;199.98;19.295;0.45608;1.8931;163
310.84;33.213;200.05;19.048;0.44465;1.9949;161
962.73;25.261;200.07;19.329;0.45789;1.8822;163
385.14;21.985;200.08;19.334;0.45819;1.8805;163
385.8;15.857;200;19.345;0.45853;1.8738;261
433.15;38.211;199.99;19.304;0.45655;1.8896;165
992.38;27.194;200.34;19.239;0.45426;1.9255;163
246.08;44.684;200.21;18.954;0.44064;2.0399;161
847.97;31.584;999.89;50.1;15.375;5.2055;357
831.01;30.079;200.07;18.95;0.44013;2.0372;259
306.75;19.126;200;19.124;0.44809;1.9622;261
436.66;47.964;200.07;18.992;0.44211;2.0193;161
797.79;45.832;200.2;19.248;0.45437;1.9177;161
792.89;38.603;200;19.117;0.44776;1.9649;261
774.28;45.757;200;19.157;0.44963;1.9488;259
210.25;34.894;200;19.381;0.46021;1.8601;163
490.5;26.931;200.11;18.964;0.44088;2.0322;161
264.64;10.512;200;26.349;0.85064;0.54446;263
326.72;36.832;200.04;19.364;0.45947;1.8677;161
559.38;37.953;200.02;19.017;0.44313;2.0074;161
733.07;18.474;200;19.023;0.44339;2.004;259
920.64;16.04;200;19.343;0.45844;1.8746;261
349.14;31.721;200;20.432;0.51151;1.5057;263
699.74;31.804;843.33;44.551;10.254;4.9946;261
292.18;18.679;199.94;18.936;0.43922;2.0393;163
913.11;34.124;200.25;19.053;0.44535;1.9989;161
691.3;25.386;200;19.173;0.45038;1.9422;263
822.2;38.057;200.01;19.139;0.44881;1.9561;259
329.82;37.833;200.63;18.959;0.44177;2.0507;163
888.41;46.121;200;19.176;0.45052;1.941;261
592.83;35.217;200.14;19.232;0.45348;1.9226;161

