-2,00002;-2;32,0001;2,84E-10;72
-1,96015;-1,96007;31,365;0,00318218;78
-1,91998;-1,92;30,7327;0,012802;14
-1,87996;-1,88002;30,1086;0,0288051;75
-1,84004;-1,84004;29,4918;0,0511762;80
-1,79999;-1,80001;28,88;0,0800004;17
-1,76;-1,76002;28,2754;0,11519;80
-1,72;-1,72;27,6768;0,156799;72
-1,68;-1,68001;27,0848;0,204798;22
-1,64001;-1,64004;26,4996;0,259164;80
-1,60001;-1,6;25,9201;0,31999;12
-1,55999;-1,55999;25,3471;0,387217;72
-1,52001;-1,52;24,7809;0,460792;80
-1,48002;-1,47999;24,2209;0,54079;12
-1,44;-1,43999;23,6671;0,627221;72
-1,40005;-1,39998;23,1202;0,719963;75
-1,35984;-1,35998;22,578;0,819438;80
-1,31998;-1,32003;22,0449;0,92478;75
-1,28005;-1,27997;21,517;1,03677;75
-1,24003;-1,24002;20,9956;1,15512;12
-1,20001;-1,20005;20,4804;1,27991;72
-1,16;-1,15998;19,9711;1,41122;12
-1,12002;-1,12005;19,4692;1,54868;80
-1,08002;-1,08001;18,973;1,69275;12
-1,04001;-1,04001;18,4833;1,84316;80
-1,00001;-0,999983;17,9999;2,00002;72
-0,959966;-0,960005;17,523;2,16326;80
-0,920228;-0,920029;17,0543;2,33224;80
-0,88001;-0,879995;16,5888;2,50879;72
-0,839962;-0,839939;16,1306;2,69143;78
-0,79997;-0,80002;15,6799;2,88002;72
-0,759963;-0,759975;15,2349;3,07535;80
-0,720006;-0,720009;14,7969;3,27676;72
-0,680038;-0,67998;14,3649;3,48475;80
-0,640004;-0,640051;13,9395;3,69905;80
-0,600022;-0,59993;13,5198;3,92013;12
-0,559988;-0,560001;13,1071;4,14723;80
-0,519997;-0,52;12,7008;4,38081;12
-0,480044;-0,479971;12,3009;4,62076;72
-0,439999;-0,440007;11,9072;4,86718;72
-0,400033;-0,400029;11,5203;5,1198;72
-0,360001;-0,360012;11,1393;5,37916;73
-0,319958;-0,320063;10,7649;5,64473;80
-0,280012;-0,280017;10,3969;5,9167;80
-0,240019;-0,239994;10,0353;6,19515;72
-0,199996;-0,199936;9,6797;6,48024;80
-0,160005;-0,159998;9,33121;6,77119;12
-0,119862;-0,120179;8,98897;7,06865;18
-0,0800145;-0,0800236;8,65296;7,37265;72
-0,04006;-0,0400507;8,32365;7,68277;80
-1,49E-05;7,42E-05;7,99976;8,00024;37
0,0400119;0,0400081;7,68312;8,32328;80
0,0800155;0,0800014;7,37274;8,65287;72
0,120021;0,119992;7,06875;8,98886;12
0,159983;0,159988;6,77131;9,33107;80
0,200009;0,19998;6,48004;9,67995;20
0,239999;0,240011;6,19517;10,0352;80
0,279944;0,28;5,91699;10,3965;20
0,319976;0,319976;5,64496;10,7646;78
0,360004;0,35999;5,37922;11,1392;72
0,399997;0,400013;5,11997;11,52;80
0,43999;0,439984;4,86728;11,9071;80
0,480006;0,479998;4,62079;12,3008;72
0,52002;0,520008;4,38072;12,7009;80
0,559986;0,559998;4,14725;13,1071;72
0,600002;0,599998;3,92;13,52;12
0,639978;0,640015;3,69922;13,9392;12
0,680016;0,679993;3,48477;14,3649;78
0,720016;0,720001;3,27676;14,7969;72
0,760004;0,759984;3,07523;15,2351;30
0,800008;0,80001;2,87996;15,6801;72
0,840048;0,839995;2,6911;16,1314;26
0,880002;0,880003;2,50879;16,5888;80
0,920003;0,920129;2,33251;17,0536;78
0,95999;0,960025;2,16317;17,5233;12
0,999999;1,00001;1,99997;18,0001;69
1,03996;1,03998;1,84332;18,4828;12
1,07996;1,08003;1,69282;18,9727;17
1,11999;1,12004;1,54875;19,469;13
1,16004;1,16002;1,41109;19,9716;72
1,19999;1,19998;1,28004;20,4798;80
1,24003;1,23999;1,15517;20,9953;72
1,28005;1,28;1,03673;21,5171;75
1,32003;1,32003;0,924725;22,0452;80
1,36;1,35999;0,819208;22,5792;72
1,39995;1,40001;0,720048;23,1197;72
1,43998;1,43997;0,62726;23,6668;80
1,48002;1,47999;0,540783;24,2209;69
1,52012;1,52013;0,460563;24,7825;72
1,56003;1,56001;0,387165;25,3475;72
1,60002;1,59997;0,320011;25,9199;78
1,64;1,64001;0,259197;26,4992;72
1,68;1,67999;0,204809;27,0847;72
1,71999;1,72002;0,156792;27,6769;10
1,75999;1,75999;0,115206;28,2751;72
1,80001;1,79999;0,0799981;28,88;72
1,83977;1,84;0,0512714;29,4895;80
1,87998;1,87995;0,0288169;30,1083;80
1,91999;1,92001;0,0128006;30,7328;12
1,95999;1,96002;0,00319981;31,3632;72
1,99999;1,99999;1,09E-10;31,9999;80
;;;;
-2,00001;-2,00005;320,004;2,21E-10;72
0,0100458;0,0100624;79,1977;0,808064;78
0,684602;0,684515;34,6077;1,44137;70
1,02267;1,02265;19,1038;1,8273;72
1,22579;1,22586;11,9869;2,08119;12
1,36137;1,36132;8,15753;2,25973;80
1,45818;1,45818;5,87138;2,3918;80
1,53092;1,5309;4,40093;2,49346;72
1,58747;1,58742;3,40404;2,57395;12
1,63271;1,6327;2,69812;2,63931;72
1,66972;1,66973;2,18164;2,69338;72
1,70058;1,70058;1,79302;2,73886;72
1,72668;1,72666;1,49414;2,77762;78
1,74908;1,74908;1,25921;2,81112;80
1,76851;1,76848;1,0719;2,84031;72
1,7855;1,78552;0,920134;2,86601;65
1,80049;1,80046;0,79619;2,88872;72
1,81381;1,81378;0,693467;2,909;32
1,82571;1,82568;0,607653;2,92719;67
1,83649;1,83646;0,534813;2,94371;80
1,84613;1,84617;0,473402;2,95857;80
1,85499;1,85497;0,420629;2,97217;72
1,86306;1,86307;0,375007;2,98466;80
1,87042;1,87043;0,335779;2,99604;80
1,87722;1,87725;0,301416;3,00659;73
1,88353;1,8835;0,271375;3,01634;72
1,8893;1,88935;0,244994;3,02536;69
1,89467;1,89467;0,221881;3,03369;80
1,89972;1,89973;0,201092;3,04157;72
1,90439;1,90442;0,182768;3,04888;72
1,90881;1,90884;0,16625;3,05579;80
1,91282;1,91289;0,151887;3,06209;12
1,91679;1,91676;0,138534;3,06822;72
1,92035;1,92049;0,126668;3,07393;67
1,92383;1,92384;0,116021;3,0793;12
1,92712;1,927;0,106391;3,08437;78
1,93013;1,93013;0,09763;3,08919;80
1,9331;1,93299;0,0896582;3,09377;80
1,93569;1,93561;0,082817;3,09787;18
1,93839;1,93842;0,0758834;3,1022;80
1,94088;1,94087;0,0699183;3,1061;72
1,94325;1,94327;0,0643833;3,10986;40
1,94554;1,94553;0,0593272;3,11345;80
1,94767;1,94767;0,0547667;3,11682;12
1,94973;1,94973;0,0505423;3,12007;72
1,95171;1,95169;0,0466634;3,12318;70
1,95352;1,95364;0,0430907;3,12616;13
1,95546;1,9554;0,039729;3,12909;80
1,95712;1,95713;0,0367686;3,13176;16
1,95879;1,95877;0,0339888;3,13438;12
1,96039;1,9604;0,0313692;3,13695;72
1,96192;1,96193;0,0289893;3,13937;12
1,96343;1,96342;0,0267574;3,14174;16
