1,96481;1,9648;0,0247743;3,14394;69
1,96618;1,96626;0,02282;3,14618;80
1,96753;1,96753;0,021083;3,14826;72
1,96872;1,96884;0,0194945;3,15024;72
1,97006;1,97011;0,0178973;3,15232;72
1,97124;1,97123;0,016544;3,15415;72
1,9724;1,97239;0,0152434;3,15598;72
1,97349;1,97351;0,0140447;3,15774;80
1,97462;1,97455;0,0129199;3,15946;80
1,97564;1,97562;0,0118769;3,16113;12
1,97664;1,97654;0,0109616;3,16265;17
1,97763;1,97762;0,0100141;3,1643;72
1,97857;1,97857;0,00918531;3,1658;80
1,9795;1,97951;0,00839981;3,16729;72
1,98039;1,9804;0,00768597;3,16871;72
1,98128;1,98126;0,00701751;3,1701;76
1,98207;1,98211;0,00641594;3,17141;12
1,98292;1,98293;0,00583141;3,17274;72
1,98368;1,98371;0,00531603;3,17397;72
1,98452;1,9845;0,00479988;3,17526;72
1,98524;1,9852;0,00436944;3,17639;72
1,98604;1,98604;0,00389729;3,1777;80
1,9867;1,98668;0,0035434;3,17874;15
1,98742;1,98741;0,00316728;3,1799;80
1,98808;1,9881;0,00283519;3,18098;80
1,98871;1,98876;0,00253733;3,182;72
1,9894;1,9894;0,00224797;3,18306;80
1,99003;1,99003;0,00198864;3,18407;80
1,99059;1,99068;0,00175474;3,18503;73
1,99122;1,99124;0,00153749;3,18599;80
1,99175;1,99179;0,00135444;3,18685;80
1,99249;1,99236;0,0011482;3,18789;80
1,99298;1,99291;0,000996041;3,18872;72
1,99346;1,99348;0,000853328;3,18956;80
1,99405;1,99406;0,000707462;3,19049;12
1,99453;1,99458;0,000592286;3,1913;72
1,99502;1,99508;0,000490259;3,19208;72
1,99555;1,99556;0,000394758;3,1929;75
1,99602;1,99603;0,000316191;3,19364;80
1,99652;1,99653;0,000241573;3,19444;12
1,99696;1,99696;0,000185215;3,19513;80
1,99748;1,9975;0,000125954;3,19599;72
1,99787;1,99793;8,83E-05;3,19664;80
1,99835;1,99837;5,36E-05;3,19738;78
1,99878;1,99875;3,05E-05;3,19803;80
1,99913;1,99917;1,44E-05;3,19864;78
1,99955;1,9997;2,96E-06;3,1994;13
2;1,99999;2,14E-09;3,19999;80
;;;;
-2,00004;-1,99999;3200,02;1,27E-11;69
1,9608;1,96079;0,307406;0,313758;72
1,98053;1,98047;0,0760424;0,316888;72
1,98711;1,98712;0,0331932;0,317942;72
1,9904;1,99041;0,0184271;0,318466;72
1,99249;1,99235;0,0114902;0,318788;14
1,99377;1,99372;0,0078222;0,319;80
1,9947;1,99471;0,00561176;0,319153;72
1,9954;1,9954;0,00423493;0,319264;80
1,99583;1,99627;0,00313542;0,319368;80
1,99641;1,99639;0,00258964;0,319425;80
1,99676;1,99676;0,00209319;0,319483;80
1,99706;1,99707;0,00172102;0,319531;80
1,99733;1,99733;0,00142481;0,319573;80
1,99755;1,99754;0,00120492;0,319607;80
1,9977;1,99772;0,00105103;0,319633;80
1,99797;1,99791;0,00084973;0,31967;72
1,99808;1,99806;0,000745172;0,319691;72
1,99818;1,99817;0,000664823;0,319708;72
1,99828;1,99829;0,000589261;0,319725;73
1,99836;1,9984;0,000523893;0,319741;72
1,9985;1,9985;0,000450841;0,31976;72
1,99858;1,9986;0,000398208;0,319774;72
1,99864;1,9987;0,000352567;0,319788;72
1,99872;1,99875;0,000320232;0,319798;16
1,99881;1,9988;0,000286429;0,319809;77
1,99885;1,99886;0,000261494;0,319817;12
1,9989;1,99888;0,00024693;0,319822;72
1,99895;1,99899;0,000211856;0,319835;72
1,99904;1,99901;0,000190808;0,319844;72
1,99895;1,9991;0,00019134;0,319844;72
1,99948;1,99919;9,29E-05;0,319893;80
1,99918;1,99913;0,000142946;0,319865;72
1,99921;1,99916;0,000134192;0,319869;72
1,99922;1,99919;0,000127488;0,319872;80
1,99925;1,99925;0,000112621;0,31988;72
1,99929;1,99928;0,000101258;0,319886;72
1,99931;1,99932;9,38E-05;0,31989;12
1,99935;1,99935;8,34E-05;0,319897;73
1,99927;1,99933;9,75E-05;0,319888;73
1,99939;1,9994;7,29E-05;0,319903;73
1,99943;1,9994;6,84E-05;0,319906;31
1,99941;1,99942;6,91E-05;0,319906;72
1,99947;1,99949;5,42E-05;0,319917;80
1,9995;1,99945;5,44E-05;0,319917;80
1,99951;1,99953;4,62E-05;0,319923;72
1,99946;1,99949;5,52E-05;0,319916;75
1,99926;1,99966;6,59E-05;0,319914;80
1,99957;1,99957;3,64E-05;0,319932;12
1,9996;1,99957;3,44E-05;0,319934;80
1,99958;1,99957;3,59E-05;0,319932;72
1,99964;1,99964;2,60E-05;0,319942;12
1,99972;1,99975;1,40E-05;0,319958;34
1,99963;1,99969;2,35E-05;0,319945;80
1,99928;1,99986;5,44E-05;0,319931;34
1,99967;1,9997;1,99E-05;0,31995;75
1,99967;1,99969;2,03E-05;0,319949;72
1,9997;1,99969;1,87E-05;0,319951;80
1,9997;1,9997;1,76E-05;0,319952;12
1,99967;1,99973;1,80E-05;0,319952;80
1,99973;1,99974;1,43E-05;0,319957;78
1,99965;1,99977;1,72E-05;0,319954;80
1,99969;1,99973;1,74E-05;0,319953;13
1,99977;1,99977;1,05E-05;0,319963;72
1,99979;1,99974;1,14E-05;0,319962;73
1,99979;1,99978;9,52E-06;0,319965;80
1,99979;1,99979;8,64E-06;0,319967;80
1,99976;1,99983;8,99E-06;0,319967;72
1,99981;1,99976;9,60E-06;0,319965;72
1,99982;1,9998;7,07E-06;0,31997;72
1,99983;1,99991;3,63E-06;0,319979;13
1,99984;1,99995;2,80E-06;0,319983;72
1,9998;1,9999;5,15E-06;0,319976;12
1,99985;1,99984;4,87E-06;0,319975;12
1,99986;1,99985;4,34E-06;0,319976;15
1,99988;1,99989;2,47E-06;0,319982;72
1,99993;1,99989;1,60E-06;0,319986;14
1,99988;1,99988;2,98E-06;0,31998;72
1,99993;1,99984;2,89E-06;0,319982;67
1,99988;1,99988;2,80E-06;0,319981;80
1,99982;1,99912;8,06E-05;0,319915;78
1,9999;1,99989;2,25E-06;0,319983;80
1,99989;1,99991;1,95E-06;0,319984;78
1,99995;1,9999;1,21E-06;0,319988;72
1,9999;1,99992;1,71E-06;0,319985;72
1,9999;1,99995;1,29E-06;0,319988;80
1,99992;1,99996;6,94E-07;0,319991;80
1,99993;1,99991;1,28E-06;0,319987;75
1,99985;2,00008;2,76E-06;0,319994;78
1,99997;1,99993;4,96E-07;0,319993;15
1,99992;1,99998;6,45E-07;0,319992;80
2,00001;1,99991;9,16E-07;0,319994;72
1,9999;2,0001;1,94E-06;0,32;80
1,99996;1,99997;3,03E-07;0,319994;80
1,99992;2,00005;9,30E-07;0,319998;18
1,99998;1,99994;3,60E-07;0,319994;24
1,99998;1,99999;7,38E-08;0,319997;70
2,00001;2;1,65E-08;0,320001;80
2,00002;2;2,64E-08;0,320001;72
2,00001;2;1,14E-08;0,320001;78
1,99996;1,99999;1,71E-07;0,319996;72
;;;;
 ;;;;
